ocean_delay_days,cost_increase_pct,current_stock_days,order_qty,optimal_air_qty
10,0.3207851477825499,21,13773,212
15,0.40910600068523156,18,13773,1647
7,0.002826052420592362,20,20000,0
39,0.49599850450742555,24,20000,14868
39,0.09144688616459962,2,13773,13773
44,0.2351244928299881,22,13773,13322
1,0.43601486742143336,18,13773,0
29,0.11252019952209968,23,13773,5809
29,0.2383976119501916,26,13773,4911
11,0.06629109009058959,4,20000,9327
9,0.1975381626940963,15,13773,112
43,0.08856772739650126,13,20000,20000
10,0.1818138743855785,16,13773,440
14,0.186732108396361,7,13773,6014
15,0.49658539479916636,21,20000,1028
16,0.4974065146518861,23,13773,0
25,0.05739313933030621,3,13773,13310
1,0.3629843896641736,5,20000,1416
11,0.025872739834550573,14,20000,2098
25,0.015096007668594313,14,13773,8200
22,0.052666947122482155,24,20000,4293
17,0.482742828503967,23,13773,290
31,0.4704317739473487,26,20000,8207
37,0.09696391014034023,24,13773,9033
2,0.08083616777685576,18,20000,305
37,0.12026754325797351,7,13773,13773
2,0.2577734970375711,12,20000,0
29,0.28485231601770494,20,20000,10591
0,0.11079671521972367,17,13773,0
29,0.3783113940449726,9,13773,12129
44,0.15477658470132538,2,13773,13773
31,0.4610656627647052,11,20000,17803
27,0.3283613532283653,3,13773,13773
20,0.21817559715180584,20,13773,3495
12,0.3949560008514227,15,20000,2516
26,0.4089573130233324,4,20000,19487
35,0.14524080280447182,24,13773,8085
6,0.16985727191804217,25,13773,274
21,0.4679775768643017,10,20000,12392
9,0.08237051918163596,24,20000,0
38,0.0210752084814671,9,13773,13773
14,0.2270276613047746,12,20000,5929
14,0.40060495012181446,16,20000,3127
3,0.3858340531553729,7,13773,1634
31,0.4597653144564163,3,13773,13773
22,0.2666003321845201,2,13773,12111
5,0.05003233578326666,4,20000,5758
23,0.29434448716800804,26,13773,2256
19,0.3891978071766058,24,20000,934
36,0.0466640601349132,19,20000,15818
19,0.08632870054879488,15,20000,7583
11,0.0061453305778354506,18,20000,278
32,0.2968262897234052,3,13773,13773
27,0.4433671959729522,20,20000,10074
7,0.33533165800104975,23,13773,125
0,0.491020043795491,10,20000,382
36,0.03151682624988078,9,20000,20000
21,0.4515005425757481,11,13773,7800
5,0.40703414369334034,10,13773,682
20,0.15712076024975247,9,13773,8340
31,0.4867632759186259,8,13773,13773
34,0.14396887408570752,23,13773,8807
14,0.44465236191410923,25,13773,43
4,0.4403742885370947,7,20000,2617
5,0.37882880830148624,3,13773,3749
24,0.28173523690642593,10,20000,14023
39,0.06000137480844403,10,20000,20000
28,0.26598586724824913,20,13773,6594
6,0.17839812782746728,10,20000,2070
39,0.3961085165776759,3,20000,20000
12,0.37906460324842245,20,13773,106
37,0.4553062536863026,17,13773,12680
17,0.007415081215853936,23,20000,350
1,0.40455160841152304,15,13773,0
7,0.4692310265623344,21,13773,0
10,0.39465022455407506,25,20000,178
32,0.06509722993518335,2,13773,13773
37,0.04063955242044387,14,13773,13773
26,0.010422619903850405,23,13773,4677
19,0.3143726129140355,3,20000,15980
11,0.31483632592994365,23,20000,501
42,0.49345685710910614,15,13773,13773
30,0.19902158705204787,2,13773,13773
26,0.16595314244874837,16,13773,7644
31,0.31221246359219623,19,20000,12424
9,0.412804336253797,10,20000,3847
2,0.46838697476150093,23,13773,0
44,0.4015620830895193,9,13773,13773
26,0.21333699030790237,8,20000,15822
34,0.3174571176560321,10,13773,13773
30,0.4281496633580585,10,13773,12644
14,0.24530484415586973,12,20000,6050
15,0.10834332185269635,5,13773,7625
12,0.08486171987393648,8,13773,5022
34,7.88722890283644e-05,22,20000,12922
10,0.35911899749064213,8,13773,4420
20,0.05554860442299525,5,20000,14417
10,0.12191954984797021,13,20000,2898
29,0.14893816576139668,27,20000,5823
34,0.28018993006838416,18,13773,10506
21,0.19897863864788462,21,13773,3607
37,0.3373369960115809,27,13773,8042
30,0.027819329664351355,4,13773,13773
13,0.06196959713221972,10,20000,6707
23,0.24960575176663335,6,20000,16125
31,0.1684823939234149,21,20000,11377
35,0.14790668137567986,17,13773,10722
31,0.03351403951876136,9,20000,18926
14,0.4478595873740007,22,20000,0
42,0.3459092930625254,17,13773,13773
34,0.06080907840982469,20,13773,9682
2,0.03252297886857031,17,20000,0
15,0.4874362667156215,19,13773,1191
4,0.34058627521975243,16,13773,0
20,0.20872803554687075,25,13773,543
9,0.3508655203778924,19,20000,0
18,0.37816589324007954,15,20000,6931
24,0.38998110119438967,25,20000,4129
3,0.23893865282652882,17,20000,235
28,0.214941379062424,6,20000,19471
18,0.00551404213445017,9,20000,10913
42,0.463278557570919,17,20000,20000
1,0.30165393919447153,22,20000,400
9,0.10157696859498405,2,13773,6741
42,0.4598017097107183,12,13773,13773
24,0.4574659508851482,12,20000,12957
19,0.49459208218304795,3,13773,10924
18,0.4370282815694894,23,13773,902
22,0.49889219391003237,20,20000,6161
23,0.12234309406163629,25,20000,3177
10,0.42112479259961705,6,20000,7729
33,0.41151415439788225,4,13773,13773
27,0.11547017961036687,27,13773,3307
4,0.04921877450049539,24,20000,0
4,0.4897102568387998,9,20000,1158
20,0.14801227576030518,5,13773,9588
11,0.43544589523390304,14,20000,2932
3,0.0020635773373019473,26,20000,0
41,0.010512403609801102,23,13773,12027
19,0.2329356543481842,15,13773,5415
37,0.11935734196753178,2,20000,20000
24,0.34492064171798215,6,13773,11697
13,0.28278216278397716,22,13773,226
10,0.03874289872524572,8,20000,6046
31,0.08131414815785853,24,20000,9580
10,0.19402463502920714,7,20000,6532
17,0.09280203197771658,16,20000,4600
26,0.3961111736219643,16,20000,11545
17,0.20803511777664002,9,20000,10219
22,0.046715933421249634,3,20000,16936
10,0.24217145113606242,15,13773,1072
20,0.045419090530707085,17,20000,6816
43,0.06446865270990859,24,13773,12260
4,0.11980491601410265,11,20000,0
22,0.4297638526237449,16,20000,8210
40,0.46230626616648596,24,20000,15188
24,0.41312886466603455,5,20000,17187
40,0.16703860870892362,13,20000,20000
9,0.13622322055441582,11,20000,3369
21,0.2745778453951196,3,13773,11406
18,0.36092658026655616,5,20000,13452
0,0.4966863940800874,21,20000,0
6,0.06578535593946311,7,20000,4107
3,0.024645999511902217,15,13773,0
0,0.3471779444976355,24,13773,0
14,0.41611289175195276,4,20000,10784
39,0.4231743899332116,16,20000,20000
11,0.33923177453858033,27,20000,0
21,0.47700790205959354,2,20000,17434
21,0.25550238177229345,20,20000,5086
16,0.45690739916810624,26,13773,0
28,0.4839060684957615,2,20000,20000
13,0.42357872850155387,14,13773,2802
19,0.1548792816293103,9,13773,7977
32,0.09810782558514763,19,20000,13032
42,0.2740600324909092,23,13773,11978
14,0.22650737519009423,4,20000,11259
11,0.4388791710963665,24,13773,58
39,0.05001583553357686,19,20000,17730
19,0.1288700306557593,21,20000,3472
29,0.3758994722593543,27,20000,5916
37,0.047493322488656065,10,20000,20000
2,0.1603822070108501,7,13773,1620
27,0.19357769702699157,21,13773,5439
25,0.311296898281345,3,13773,13475
29,0.07906632285968229,27,20000,6130
12,0.43030224517485477,26,20000,189
12,0.22377111773313713,5,13773,6603
1,0.45851085594027824,26,20000,57
36,0.2339349568169658,19,20000,16122
37,0.13752012947036668,8,13773,13773
1,0.07091441434383744,12,20000,0
35,0.0018725473556424066,6,13773,13773
25,0.2660787424924178,9,20000,15013
10,0.05357834846346171,12,20000,3085
7,0.1958638818155891,25,13773,67
43,0.29463588061854334,21,13773,13424
39,0.13784294845135014,21,13773,11443
42,0.08761214618305763,16,13773,13773
21,0.3873608113046708,25,13773,1257
19,0.4733955861408103,4,20000,15412
7,0.050220208930983,8,13773,2800
28,0.07779516219250393,25,20000,6868
39,0.48000632862635934,9,20000,20000
25,0.01889211090612314,12,13773,9001
29,0.4888161682752361,11,13773,11325
16,0.0023222415424943854,21,20000,989
19,0.43683432782566567,10,13773,6828
15,0.15366259049387476,16,13773,3039
42,0.46929442908864827,27,20000,14483
6,0.15847264431779273,21,20000,0
15,0.327153160767028,25,13773,459
44,0.04001628488296832,23,20000,19017
26,0.1211649057268695,6,20000,18044
22,0.38683967323962537,16,20000,8603
23,0.26434292683940985,5,20000,16620
8,0.4639845308935224,6,20000,6660
34,0.21437570417067714,16,20000,16718
19,0.43490618290696154,18,20000,6230
36,0.22447771873911876,24,20000,12276
41,0.48962413935099264,9,20000,20000
16,0.4799171906994384,26,20000,349
30,0.16456835277804016,20,13773,8128
7,0.4429618352084016,10,13773,2025
14,0.4238056871078246,11,13773,4407
30,0.10534019866378141,6,20000,20000
29,0.31214520039163485,11,20000,16613
19,0.03634115779490743,23,20000,2312
38,0.4183553602917308,2,20000,20000
11,0.08727294175174827,26,20000,33
16,0.035407350692882256,26,13773,0
41,0.2001095477694056,23,20000,16729
29,0.28846106929982174,25,13773,5116
28,0.4274584792798855,5,13773,13773
18,0.48712126276086826,22,13773,1266
10,0.21974625628493183,6,20000,7297
33,0.030223461492635106,24,13773,7484
6,0.37455778951293534,8,20000,3143
43,0.2825866281119687,24,20000,17057
33,0.22394567242223157,6,13773,13773
19,0.15463443939609484,21,13773,2288
37,0.25119926392176783,9,13773,13773
23,0.16933980222851547,18,20000,8207
9,0.37850593387368014,2,20000,8920
31,0.27194684824632054,23,13773,6690
14,0.438423887077056,19,20000,1352
36,0.27177195732472104,13,20000,19927
19,0.11913120666996502,4,20000,14740
2,0.42554594111607225,21,13773,55
36,0.27860952246502196,15,13773,13090
39,0.10342051907178063,17,13773,13300
7,0.31175390497811106,19,20000,20
39,0.17885838247121377,11,13773,13773
43,0.4222028061460329,24,20000,17152
22,0.2266498693232714,16,20000,8501
39,0.36322067905370836,11,20000,20000
10,0.04776810381811858,2,20000,9888
7,0.1980121731511731,20,13773,179
28,0.49162071823619935,3,13773,13773
29,0.40423014473857416,14,20000,14261
9,0.07997040118346432,26,13773,0
38,0.13888202473862754,17,13773,12594
27,0.16490790442818054,9,13773,11075
35,0.32518278024772285,4,13773,13773
12,0.3784973797448278,22,13773,0
31,0.3747633044039549,20,13773,8333
35,0.2549370281532014,15,13773,12346
36,0.4054102689190756,12,13773,13773
25,0.21853904137873753,13,13773,8815
21,0.06194028264778095,12,13773,6916
3,0.28222092082690664,12,13773,0
30,0.47615069230055335,23,20000,9439
17,0.39649682569625566,22,20000,1026
37,0.2893503238461212,19,13773,10864
23,0.32340283017454846,11,13773,9203
22,0.46528101351778633,17,13773,5611
21,0.21417139721748024,9,13773,9027
1,0.16569706947131868,7,20000,449
30,0.4886207825002245,20,20000,10918
10,0.4317215667551667,14,13773,1463
27,0.1615217923093012,16,20000,11669
31,0.2318902986804614,14,13773,11324
4,0.20753906450389953,2,20000,6071
37,0.07454783933571696,22,13773,10158
9,0.47890966190662954,3,20000,8728
39,0.2021562156098794,14,20000,20000
23,0.437664541318954,3,20000,18196
34,0.09467811384033253,26,13773,6825
43,0.2739354053186099,12,20000,20000
22,0.01198069256213491,14,13773,6625
16,0.3821102419211543,11,20000,7842
0,0.2904569491231392,24,20000,375
30,0.31279479173487634,23,13773,6440
30,0.02586044127732673,16,13773,9869
41,0.1055191651043077,2,13773,13773
41,0.03716543617679008,15,20000,20000
33,0.14445715790190589,11,13773,13254
8,0.3137195038410755,19,13773,68
21,0.2830929921586876,12,13773,7363
12,0.30607491080669513,8,20000,7387
24,0.27462563568894716,16,13773,6853
17,0.13651439783792968,4,13773,9567
11,0.12225374867221261,3,20000,9548
39,0.06852984176829063,23,13773,10719
16,0.42453543745174604,9,20000,9132
14,0.30823967927062224,9,13773,5222
41,0.09325550625202988,12,13773,13773
14,0.08860468991061976,17,13773,1551
14,0.43651780076306834,3,13773,7718
38,0.37136543188165966,23,20000,14953
12,0.3296995399526857,6,20000,8518
16,0.2034320537696499,8,20000,10382
31,0.13098778213925877,21,20000,10657
8,0.4897253815564119,14,20000,1222
39,0.3986197875114001,3,20000,20000
19,0.15088961156813824,27,13773,0
25,0.42378239813924734,4,13773,12335
26,0.37946597430734075,10,13773,10159
20,0.14854027493899918,11,20000,10459
17,0.21327642712081984,25,13773,214
12,0.09297672269551333,14,20000,3074
15,0.055526222189054675,26,20000,0
8,0.3613810164198484,22,13773,68
11,0.1337559286769333,14,13773,2135
43,0.4100296828731268,6,20000,20000
37,0.49780435575721305,24,20000,13025
18,0.038309906964824336,8,20000,11057
6,0.23651756254185013,18,13773,0
34,0.40103127965540153,16,20000,16202
17,0.39447544827061676,6,20000,11680
15,0.37999857916548424,25,13773,0
38,0.17449746765095547,8,20000,20000
3,0.22692662784252615,3,13773,3391
24,0.2974841786707351,25,20000,4153
31,0.4869702917866286,19,13773,8568
39,0.16377363546924645,11,20000,20000
12,0.46157194385842887,2,13773,7397
44,0.13467845909024706,15,20000,20000
16,0.4945372327368523,20,20000,1612
36,0.33513184341379587,17,13773,11714
5,0.23175574017927547,20,13773,556
18,0.30669521403180244,7,20000,12043
12,0.1362655845201034,13,20000,3821
25,0.1370869287557333,4,20000,18810
13,0.05677727192174692,8,20000,7881
30,0.05702514885269938,25,20000,8505
3,0.17383587073445567,4,20000,4105
38,0.3814277389481858,26,20000,12318
7,0.30398558379908125,18,13773,395
24,0.05129228016551041,16,20000,10185
12,0.4261182624879555,20,13773,140
31,0.3006838134950332,20,20000,12247
37,0.48042778839238987,24,20000,13552
37,0.3350927337056038,12,13773,13773
27,0.0875874318520905,22,20000,7951
29,0.23689168115391113,21,13773,7158
2,0.3242487987736021,3,20000,3948
27,0.014132350524988846,8,20000,17731
2,0.0074551320774039476,20,20000,149
44,0.06470150029928395,8,20000,20000
33,0.12583221752273538,11,13773,13503
15,0.21477456176033777,13,13773,4179
21,0.2437202368798942,24,13773,2218
31,0.06901380446894839,19,20000,12951
37,0.3366957895579154,24,13773,9203
7,0.2980690308482674,7,20000,3689
7,0.1472320494205801,27,13773,258
5,0.006829941717646004,21,20000,124
13,0.03882395767664537,22,13773,728
31,0.1958473877554197,9,13773,12924
34,0.07698717558284196,6,13773,13773
9,0.18840980307398542,4,13773,5045
2,0.31409130225517756,3,20000,3781
11,0.27361871393964177,23,13773,467
30,0.11558794156869712,7,13773,13273
28,0.1719112456293762,8,13773,11977
4,0.3070155992243253,9,13773,1092
24,0.43042751402172436,5,20000,17391
40,0.3766067193694386,13,20000,20000
30,0.27670001341670747,25,20000,7230
20,0.1811464991582431,13,13773,6807
19,0.18252563877090272,18,13773,3602
38,0.43970865513219803,23,20000,14360
21,0.0196217880202732,23,20000,3429
3,0.4939913222101305,20,20000,376
12,0.33218770542578113,10,20000,5920
44,0.34056884953619526,13,20000,20000
41,0.018998918652371077,22,13773,11947
19,0.3027646374456361,18,13773,3787
12,0.2423890300452235,24,20000,142
16,0.052889453447033496,11,13773,5435
35,0.13896100538467954,20,13773,10469
32,0.4451572281068256,27,20000,7736
0,0.27499420793297646,27,20000,0
14,0.20670828758695436,12,20000,5946
12,0.03634107792040547,21,20000,0
16,0.3570607637011528,23,13773,108
23,0.3514254116980163,25,13773,2323
7,0.3070218034862818,14,13773,0
26,0.2551313231103246,5,13773,13006
44,0.21689220110368634,16,20000,20000
22,0.29663554649399615,13,13773,7768
7,0.11669772586420335,26,20000,141
7,0.47062953208882385,25,13773,112
25,0.2943972645901148,27,13773,2093
12,0.15559622217718827,11,20000,4766
38,0.22483992544257864,23,20000,14907
36,0.40284239443844616,8,20000,20000
27,0.08080803036514872,25,13773,4051
24,0.1464178112301302,3,20000,18930
15,0.3397540113682777,22,13773,0
1,0.15774460324111195,8,13773,0
17,0.396250840930733,9,20000,9581
16,0.06522674358868041,22,13773,182
29,0.38134308522730426,20,20000,10428
38,0.03417585742528312,7,20000,20000
12,0.006296306333747392,22,13773,38
31,0.44911175941608106,9,13773,13383
28,0.2906696084661493,26,13773,4565
29,0.17591344854340574,26,20000,6520
17,0.1162973184819252,23,20000,833
12,0.30844289163040806,21,20000,0
42,0.2545010917683691,5,13773,13773
20,0.4957988877649926,26,20000,703
29,0.4916079933268729,21,13773,6824
20,0.3175122830708048,25,20000,1095
16,0.22143525305294526,10,20000,8938
39,0.24557048456733105,6,13773,13773
18,0.34123953311843097,7,13773,8325
14,0.050787272117690685,20,13773,142
8,0.1641760369053591,13,20000,1098
9,0.03763612050180193,6,13773,4062
43,0.03668037975845978,6,13773,13773
30,0.09791962094711687,19,13773,8119
22,0.24262662729661344,27,13773,514
29,0.39238716058139467,7,20000,19311
32,0.24274794558293628,10,20000,19228
8,0.16773830528043487,12,13773,1159
0,0.04117649516837907,24,13773,0
43,0.2751477615915648,15,20000,20000
34,0.13563429324158838,25,13773,7112
10,0.3074670889585737,3,13773,6920
33,0.48859386956620915,15,13773,11422
15,0.05565716073877508,26,20000,275
8,0.10606269936096996,20,20000,0
31,0.23654726904968737,11,20000,17951
14,0.48430690767296475,6,13773,6600
11,0.3859048881349978,24,13773,127
32,0.44911459658141506,5,13773,13773
44,0.16685742423789646,8,20000,20000
13,0.4960192368892973,25,20000,0
7,0.0514164080320787,14,13773,0
7,0.026486453023050416,11,13773,1359
26,0.42780131352701406,11,13773,10159
11,0.4636324351034931,5,13773,5780
0,0.045292678773050876,17,13773,0
42,0.05671371337292075,16,20000,20000
39,0.016587078877886907,22,20000,16144
41,0.05225378132136205,12,20000,20000
10,0.10470990840014044,20,20000,729
38,0.4850383094550005,22,13773,10509
42,0.3339301111198402,25,20000,16045
30,0.38927651275927105,4,20000,20000
16,0.38806970184576106,16,13773,4025
32,0.2675368748896073,17,20000,14851
31,0.3987444888565086,15,13773,10559
28,0.2979037661949848,6,20000,19964
20,0.1572730488016788,27,13773,0
20,0.28055505438420036,18,13773,5194
39,0.26675429306725673,19,13773,12894
22,0.4117265268796603,20,20000,5993
5,0.4908636086908295,2,20000,6820
21,0.20552128271046527,26,13773,956
37,0.38169533922067983,10,20000,20000
36,0.04988150201906677,22,13773,9467
44,0.3884156847241443,15,13773,13773
7,0.18570845599661606,21,13773,0
40,0.019695081444843332,22,13773,11553
34,0.1816230892810886,21,13773,9292
10,0.3053213754608224,22,13773,0
23,0.059625083840733284,24,13773,2367
20,0.4620172462151273,12,20000,10072
1,0.03883620663641929,25,20000,74
39,0.4650033599165831,3,20000,20000
18,0.35356875896784323,21,20000,2579
38,0.1648560877071018,25,20000,13379
27,0.1953751738545466,24,20000,7040
16,0.3704046823663721,26,13773,352
5,0.3007355504406037,6,20000,4144
18,0.3358214607274726,23,13773,789
37,0.19458230825674,25,20000,12564
27,0.2439067409037995,16,13773,8190
1,0.4949337420189467,13,20000,0
37,0.10696143524985885,15,20000,19002
36,0.2089280932610657,12,20000,20000
3,0.14591159378698365,22,20000,180
21,0.3825557552199249,10,20000,11807
25,0.38200631283286035,21,13773,5060
42,0.14622273049869794,9,13773,13773
35,0.04069515831649145,13,20000,19471
12,0.005716338336102023,4,13773,6688
31,0.21372526662124275,22,13773,6353
16,0.20516879716788544,16,13773,3028
40,0.49419493931993147,9,13773,13773
35,0.2349010378488398,27,20000,9369
18,0.12820918478771032,8,20000,11167
34,0.4456147205157337,18,13773,10353
39,0.24553397482678924,13,20000,20000
27,0.2995878176052889,21,20000,8823
0,0.04783435521410634,19,20000,562
41,0.19145820366488703,19,20000,19361
17,0.4721118372368934,16,13773,3681
39,0.2947526920877127,24,13773,10699
32,0.17225092757123084,4,13773,13773
11,0.31283359031579655,20,20000,0
7,0.45520554478905806,16,13773,180
23,0.13699530023629503,17,13773,6362
15,0.2525583592353372,23,13773,429
3,0.47934532695587767,23,13773,0
37,0.08619807164922633,18,20000,16800
43,0.3598319627983558,2,13773,13773
26,0.3072405041014912,12,20000,14212
8,0.3398375655703174,7,20000,5218
15,0.17560981533378484,24,13773,0
11,0.15693968674188247,10,20000,4951
30,0.3421048352941852,21,20000,10977
23,0.10777164255227267,17,13773,6288
13,0.20982737242950256,27,13773,189
44,0.094087323026459,7,13773,13773
24,0.004152420561664871,13,13773,8003
33,0.4850286800190347,20,13773,8609
2,0.21585148932820952,14,20000,0
23,0.48467480720991263,14,13773,6734
41,0.07016175988391304,5,20000,20000
8,0.293683389728743,10,20000,3473
25,0.1004870163956198,15,13773,7824
19,0.39503706348163736,15,20000,7758
39,0.3918514943804876,18,20000,18720
9,0.0563035745196559,6,13773,4097
18,0.4560322264381946,24,13773,418
2,0.09731482360161231,20,20000,0
23,0.3064886707946802,3,20000,18149
4,0.492816810043852,14,20000,254
2,0.4411982673831819,12,20000,141
26,0.4782819642805845,3,20000,19853
15,0.17129938560905972,2,13773,9596
14,0.05278782110973168,22,13773,251
34,0.09417343664472505,4,13773,13773
11,0.2502474475383069,13,13773,2524
40,0.39661483913666107,8,20000,20000
43,0.07507682209193761,2,13773,13773
25,0.32986576613037855,10,13773,10175
33,0.16178880201975593,19,20000,14697
22,0.17060103619607675,25,20000,2650
30,0.33095886507896316,27,20000,6579
19,0.2334997097666101,21,13773,2324
11,0.40601664651299696,7,13773,5767
22,0.07795925483141353,10,20000,12586
3,0.39497413488351923,24,20000,295
22,0.032117624028710434,9,13773,9062
0,0.0970269401228025,24,20000,0
24,0.3280748572515827,19,20000,8423
1,0.4274628282555356,26,20000,0
29,0.12633981386967452,16,13773,9405
2,0.16359580291445647,2,13773,3111
20,0.26856037414337,15,13773,5282
24,0.10578640324465116,19,20000,7874
19,0.4055781307937528,20,20000,3324
21,0.3868183225028804,20,13773,3357
20,0.0726458559828908,11,20000,10706
32,0.23191486590831606,21,20000,11925
37,0.3874138833273107,22,13773,9816
14,0.1686647655517074,7,20000,9777
14,0.31655341135886583,18,20000,1701
24,0.025106560728786365,15,20000,11097
20,0.304344380264659,14,20000,8710
23,0.0763264900003035,9,13773,9562
4,0.41529166255722566,23,20000,28
5,0.17772473179023923,11,13773,547
42,0.14077693136409786,10,13773,13773
43,0.4204444883557425,6,13773,13773
22,0.025072011535905103,24,13773,2235
3,0.1983043996671724,5,20000,3464
26,0.1850017702875157,7,20000,17532
17,0.14240018712477542,7,13773,8178
20,0.4558771660007385,14,13773,5599
27,0.3754641967583611,5,13773,13420
34,0.03196158209596939,23,13773,8259
21,0.35734372471747705,9,20000,12506
39,0.263649566564397,6,13773,13773
22,0.4504339472007896,3,13773,12066
2,0.15647280867417923,10,20000,428
39,0.28708099980479146,12,13773,13773
9,0.250377637370493,21,20000,314
24,0.24478045311380286,21,20000,6827
7,0.22805269975860631,12,20000,1543
10,0.10281473776614064,8,13773,4043
4,0.3778549612461964,27,20000,633
44,0.22566801636964434,15,20000,20000
36,0.47925813750130286,27,13773,7339
44,0.13040421359638815,7,13773,13773
37,0.34137191981352055,5,13773,13773
28,0.4703585398195542,7,13773,12802
4,0.33172916150804627,4,20000,4988
8,0.4356364538086973,24,13773,190
1,0.41374047987850304,7,20000,1018
0,0.18005885774450192,4,20000,1967
39,0.30006196996974827,2,13773,13773
29,0.0781306699056778,27,13773,4397
10,0.26776294134779977,22,13773,47
27,0.1152109859071686,27,13773,2505
43,0.3718684074762228,19,20000,20000
11,0.2640292109460623,24,13773,0
38,0.20561368131583024,24,20000,13755
25,0.13439854808348878,5,20000,18307
12,0.4993492409206434,7,13773,5408
7,0.03585526044246634,18,13773,0
27,0.02178034028621001,19,13773,6828
29,0.10862870024693227,7,20000,19336
8,0.48553622931390983,3,20000,7899
38,0.4896190841599922,13,20000,20000
30,0.327463867386068,13,13773,10507
20,0.44005333360320237,5,13773,10168
33,0.1069808654203977,17,13773,10726
30,0.4860210470883118,21,13773,7077
24,0.07139242506978233,11,13773,9375
11,0.05056259409082914,26,13773,0
0,0.05610576962363645,11,13773,143
21,0.28656396163628234,8,20000,12954
39,0.3904872003590262,15,20000,20000
36,0.18333358893731655,8,20000,20000
0,0.48894799389306326,13,20000,0
0,0.21721006905916473,12,13773,0
41,0.07522427538660814,18,13773,13773
41,0.23298337409306835,12,13773,13773
20,0.33951858271121993,22,20000,3857
14,0.41611289025218934,4,13773,7693
16,0.22938414497829646,20,20000,2104
21,0.29680341302458374,23,20000,3471
37,0.13367235607942668,5,20000,20000
34,0.322958263202757,9,13773,13773
44,0.49298597197517185,15,13773,13773
15,0.02452678629389693,21,20000,516
7,0.4432653353525839,25,20000,0
16,0.2811412513837614,15,13773,3469
16,0.12604932978114997,17,20000,3698
25,0.47744485500462897,16,13773,7499
12,0.24167715152944946,13,20000,4118
16,0.1658451258366928,17,13773,2583
37,0.09074881413542057,21,20000,15230
16,0.12222610512833104,20,13773,1555
13,0.4164245207957213,6,20000,9226
44,0.3072050046585829,13,13773,13773
5,0.45662280974415803,6,20000,3601
34,0.11598422607889292,11,13773,13773
13,0.06056928692445074,27,20000,0
7,0.0030437654877950027,18,20000,0
14,0.2539310188079969,16,20000,3067
26,0.4991534651909941,9,20000,16043
12,0.3474826344093195,9,20000,6532
30,0.15419729598257303,9,20000,18691
34,0.43842929151308585,11,13773,13520
5,0.39086113299397984,21,13773,0
4,0.0077075830382696275,14,20000,0
21,0.4084302402705112,17,13773,4747
22,0.150263378619248,10,20000,12527
24,0.07483673229180055,17,20000,9382
33,0.11316541986853729,11,13773,13269
25,0.2342899021875695,4,20000,19075
4,0.2124339635340055,24,20000,0
25,0.14444364968711337,23,13773,4053
19,0.08610916110351635,26,20000,0
5,0.38111539482108464,15,20000,0
5,0.49505489186745855,14,13773,0
17,0.3888957902098452,5,13773,8568
3,0.1479684838357706,5,20000,3128
16,0.12240448070606669,7,20000,10797
13,0.10883293803296912,25,20000,83
13,0.06834753724451814,20,20000,0
12,0.2756652748461506,12,20000,4599
6,0.3027001859766721,9,20000,2210
43,0.35275133033156864,15,20000,20000
14,0.340106685466834,9,13773,5629
18,0.14616665564169123,15,20000,6325
42,0.16515550269842327,24,20000,16482
43,0.34075726772116893,8,13773,13773
34,0.17472382039181417,22,20000,12661
16,0.10631159480965652,19,20000,3087
34,0.18716807684836978,13,13773,12477
18,0.13604207878898883,15,20000,7032
19,0.0441563606092889,16,13773,4764
35,0.4150694511383268,19,13773,10787
34,0.42655569457851816,13,13773,12737
31,0.10987515008343973,11,13773,12110
43,0.03238609976260087,13,13773,13773
39,0.36941371867558975,9,13773,13773
23,0.10576431293170685,7,13773,10262
16,0.19671774471843012,25,20000,45
6,0.03206762611869163,20,13773,315
42,0.11313479237921759,2,13773,13773
0,0.3964511391648179,14,20000,392
34,0.4021982234576009,23,20000,11627
31,0.1035424124438552,17,13773,9549
35,0.16795692255334477,19,13773,10472
12,0.06711920954687178,13,13773,2609
5,0.03708631514246119,26,13773,0
13,0.49608585722420473,6,20000,9373
36,0.3277969756224196,22,20000,14381
14,0.2710482545991594,14,13773,3153
3,0.38274925020264977,27,20000,0
39,0.42003857984386206,9,20000,20000
15,0.40335738402236376,7,20000,10095
27,0.008269724644938303,4,20000,20000
15,0.09340394909524924,26,13773,0
3,0.3274526510589155,27,20000,274
44,0.18787967390198146,21,20000,20000
25,0.4912413255305535,27,13773,2691
27,0.332702396319127,5,20000,19115
31,0.47827445436460325,13,13773,11786
44,0.10072324082289691,14,13773,13773
1,0.43197851405751153,3,20000,3352
30,0.16067615290761267,20,20000,11602
2,0.4947824041189034,5,13773,2064
7,0.07884433603657365,24,20000,374
23,0.2581699094191633,14,13773,7519
14,0.396422266918561,20,13773,685
42,0.21632124030201794,9,20000,20000
30,0.23404203009382335,9,13773,12854
8,0.4931778977528705,17,13773,0
38,0.21265407515057666,27,20000,12358
44,0.3020360502995318,12,20000,20000
1,0.02726983033757535,19,13773,0
7,0.42110504010513,5,20000,5575
6,0.32408402448977175,25,13773,0
43,0.20201005143140677,2,20000,20000
38,0.008084769977259876,2,13773,13773
41,0.29583441029675195,15,20000,20000
15,0.006328914242081096,5,20000,10915
34,0.0006018069545089544,12,20000,19634
29,0.30804928107467733,19,20000,10936
9,0.09450853366727713,17,20000,0
37,0.09594377485904765,18,13773,11627
17,0.32663578291637185,25,13773,0
4,0.02684859396968714,3,20000,4945
